name,landmark_type,lng,lat
AMA Computer Learning Center,college_university,120.99712258,14.55349672
Virra Mall Franchise,shopping_center,120.99542044,14.4832433
Business Oriented Student Society - FEU Makati,college_university,121.01372336581035,14.560656774066782
The Bridge,college_university,121.01343779064405,14.559605422273648
SM SUCAT Cinema,cinema,120.99338295,14.4828192
Newport City,shopping_center,121.01548423257802,14.522935189540101
Cash and Carry,shopping_center,121.0135455,14.5608107
Manila Adventist College,college_university,120.99513843,14.55545877
City Gate,shopping_center,121.01569479,14.55980031
College of Divine Wisdom,college_university,120.99503975,14.48964342
Tracer Study,college_university,120.99493271021437,14.562679695334163
Arlene Bike Parts Store,shopping_center,121.00401647469634,14.548018497587485
Centro Escolar University,college_university,121.01269782,14.56080921
College of San Agustin,college_university,120.99657441152,14.552660932713
Cinema 3 Robinsons Galleria,cinema,120.9932252,14.5564993
Mariano South Centerpoint,cinema,121.01242539,14.49500333
Two Shopping Center,shopping_center,120.9996377,14.53643129
UST,college_university,121.00296,14.48261
Tesda Call Center Training Accredited School,college_university,121.00115113,14.53764903
GMET Trading,shopping_center,120.99848505,14.55656661
Clothesline Manila | Pasay City,shopping_center,121.00223718,14.51315982
Starbike Spareparts | Parañaque,bicycle_shop,120.99716169,14.52574261
Fast Link Aviation Training Center,college_university,121.0012698,14.51831876
Aeronautical University of St Ladan,college_university,121.0008579,14.5165665
Newport Mall,shopping_center,121.01544,14.55662
Lian Bicycle Shop,bicycle_shop,121.00943894,14.53354999
Plaza Marcela,shopping_center,121.00275773671,14.527007244871
Pamantasan ng Lungsod ng Pasay,college_university,120.9951664,14.54426756
"Chili's, Rockwell, Power Plant Mall",shopping_center,121.006997875,14.5391513334
Mall of Asia Sea Side,shopping_center,121.00949,14.5471
DHL Organic Honey Chestnut,shopping_center,121.01416,14.55275
SM Moa Movie World,cinema,121.0070095,14.5486115
New Paulina's Cycle Center,bicycle_shop,120.99545992,14.55063987
Greenbelt 4 Makati,shopping_center,120.9959094,14.5395851
"Honda Motorista Motors, Buendia",bicycle_shop,121.001458,14.555146
Totsie Roll Bikeparts & Accesories,bicycle_shop,120.99765249,14.50540114
Lyceum of the Philippines University,college_university,121.00753055,14.54554313
Byke Cyti,bicycle_shop,120.99528858,14.55105652
My T9 Asian Academy for Skills and Development,college_university,120.99496308,14.53228857
"SSC Manila-School of Hotel, Leisure and Restaurant Management",college_university,120.9957732,14.5632941
Roni's Clothing Store,shopping_center,120.99974111,14.53631667
Plaza Fair,shopping_center,121.01455934,14.55255007
STI College,college_university,121.01236463,14.56000015
SM City Lipa Batangas,shopping_center,121.01612217358705,14.560457248977924
Arellano University - Jose Abad Santos Campus,college_university,120.99555095,14.55953281
Sorsogon State College - Main Campus,college_university,120.991341,14.5554092
CBRC PASAY,college_university,120.99617,14.5381
"Margaphil Technical Institute, Inc.",college_university,121.0006,14.54079
Baclaran Super Mall,shopping_center,120.99699503,14.53294361
Elitepic,shopping_center,121.00496,14.52797
Sti,college_university,121.0000882,14.53714512
Metro Point Mall,shopping_center,121.0019949928805,14.53757943815021
Mall of Asia Bay Walk,shopping_center,121.00554270143874,14.539416504927514
CUP Central Student Council,college_university,120.99433,14.54416
Baclaran Bagong Milenyo Plaza,shopping_center,120.99612479,14.53419008
Arellano University Pasay College of Nursing,college_university,120.99829,14.5339
De La Salle University Makati Extension Campus,college_university,121.01590339,14.56078489
Taft Centrale Mall,shopping_center,120.99718643,14.55350115
Francisca Arcade Baclaran,shopping_center,120.99668862890547,14.53281262576092
PasaBuyk and Accessories,bicycle_shop,121.00173825,14.53548992
Makati Central Square,shopping_center,121.01408705,14.55273433
Multi-Competencies International Training Center,college_university,120.99751932,14.55449564
Arellano University - Jose Abad Santos Campus,college_university,121.00650808503592,14.551956567014583
New Galleria Baclaran Mall,shopping_center,120.99868058,14.53430223
Polytechnic University of the Philippines - Paranaque,college_university,120.99485905,14.50060085
Hobby Since 90's,bicycle_shop,121.01066737,14.54933682
"Hypermarket, SM Moa",shopping_center,120.9960283,14.5428274
Duty Free Philippines Corporation,shopping_center,120.99212,14.49336
AIMS June Five Dormitory,college_university,120.99243724,14.54642047
Kumon,college_university,121.00994668,14.49090097
Walter Mart,shopping_center,121.01349912195,14.551192736502
Wesleyan College of Manila,college_university,120.99296964,14.5600503
Julie's Bicycle Shop,bicycle_shop,121.00535015752209,14.543907146527935
Makatians,college_university,121.01288916764231,14.549431537122203
Echeverria Multimedia Tutorial and Review Center,college_university,121.01652526855,14.524359703064
Core Town,shopping_center,120.99756,14.537524
Double M Shoes Shop,shopping_center,120.99664113,14.55041531
Guang Ming College,college_university,120.99207851,14.56078356
School of Design and Arts,college_university,120.99717801620481,14.563099235210641
"Power Plant Mall, Rockwell Center, Makati City",shopping_center,121.0093047,14.5462332
"BIKE Tiangge sa Macapagal Ave Gas Station, MOA, Pasay City",bicycle_shop,121.01122241667,14.556900766667
S2M General Merchandise,shopping_center,120.99504973,14.55244346
Sabak Sports & Adventure,bicycle_shop,121.01394,14.55394
TESDA Accredited Competency Assessment Centers,college_university,120.99259711,14.54591348
922 Cycle,bicycle_shop,121.01479137875,14.498464534263
Air Mall,shopping_center,121.01449028,14.5620456
Readpro Learning Center,college_university,121.01619516,14.55146479
Bicycle World,bicycle_shop,120.99885216,14.55428347
CEU Makati GP,college_university,121.012592,14.560832
Jin Bao Market Place Mall,shopping_center,120.99637441322778,14.533891425260288
Sunnyline Shopping Center,shopping_center,120.99896382,14.53483207
CDW Student Council,college_university,120.99271915177906,14.488426540395892
Duty Free,shopping_center,121.00411152953686,14.506854617209829
Benilde Commission on Elections,college_university,120.9992294,14.544158
@ Resort World Mall - Newport City,shopping_center,121.0156791,14.5287829
De La Salle College of Saint Benilde,college_university,120.99700058,14.56327632
Southeastern College,college_university,120.99919936,14.55046439
Super Bowl of China Restaurant,shopping_center,121.001348044284,14.537809328291353
Asian Institute of Maritime Studies,college_university,120.99332015,14.54585668
Miniso Pitx,shopping_center,120.99114662637,14.510017731421
Abenton Learning Center,college_university,121.01162887,14.49251104
Benilde - Continuing Education,college_university,120.997507,14.56312
Cinema 1- SM City Sucat,cinema,120.993415,14.483702
City University of Pasay,college_university,120.99550581,14.54438738
Hogwarts School of Wizardy Makati Branch,college_university,121.01129289482,14.544929427766
Maru Bicycle Philippines,bicycle_shop,120.9971341,14.5246522
MOA,shopping_center,121.0069809,14.5486002
EMO Cash and Carry,shopping_center,121.00585121,14.55875513
Global Airport Plaza,shopping_center,120.99424863782532,14.517196121881298
NWOW - TAILG Electric Bicycles Philippines,bicycle_shop,120.9983274,14.55408
CEU Makati University Student Council,college_university,121.012785,14.560435
Cinema Ad-Making Promotions,cinema,121.01635944,14.55568793
Fiesta Sa Nayon,shopping_center,120.99942951697483,14.50159663622722
Joycel Bicycle Store,bicycle_shop,120.99535549,14.55095006
Cartimar Bicycle Center,bicycle_shop,120.99646835,14.55044264
Rhythms Of Life,shopping_center,120.99612,14.52893
Head Strong Bicycle Helmet Store,bicycle_shop,121.01024825592,14.561183228486
Sassy Soles,shopping_center,121.01451,14.54819
"Cash & Carry Mall, Makati City",shopping_center,121.00558928888,14.558736690682
Ayala Abreesa Mall Davao,shopping_center,121.0137742,14.5210486
Vista Residences Plumeria Heights,college_university,120.998289,14.5504774
Visayas State College Of Agriculture,college_university,121.0022472,14.48486954
HOCUS NewOldBikes & Screen Printing,bicycle_shop,121.00837469100951,14.559223197716221
Datamex Computer College,college_university,120.99820211,14.5488535
Celestial Media Services Inc.,cinema,121.01289146,14.56022154
Philippine Opera Company,college_university,121.00180421,14.55693895
Devisoria Mall,shopping_center,121.0014051,14.5382925
Baptist BIBLE College Asia - Paranaque Campus,college_university,121.0070623,14.5099481
Ortigas Quezon City,shopping_center,121.011628,14.5457901
STI College Pasay EDSA,college_university,120.99692166,14.5382369
College of Office Administration & Computer Technology - COACT,college_university,120.99552,14.543564237345
University Mall,shopping_center,120.99444813,14.56317067
ANE  Tower 1,shopping_center,121.0155862,14.5599549
AUSL Office for Student Affairs,college_university,120.9956693,14.560208
Arellano University School of Hospitality and Tourism Management - Pasay,college_university,120.99829,14.5339
Southeastern College - College Department,college_university,120.9958024,14.5596057
BERMA MALL,shopping_center,120.99419797,14.532256
Sm,shopping_center,120.99142119,14.56034347
Circuit Makati,shopping_center,121.01451596387,14.534156710414
Dentistry,college_university,121.01275549,14.56056757
Fit Pro Bike Trading,bicycle_shop,120.99561052,14.55018797
"New Port Mall, Resorts World Manila",shopping_center,120.996795654,14.554224018943
"Olivarez College Health Sciences Education Department, Paranque City",college_university,120.99628543277421,14.481334474688389
Lacoste Footwear Resorts World Manila,shopping_center,120.994664,14.518847
San Sebastian College,college_university,121.01257859,14.50949398
Kumon,college_university,121.00617153,14.55615313
Woasim Overrun,shopping_center,120.99722152,14.53436251
SM City Sucat Skybridge,shopping_center,120.9921698,14.48389349
Istudy Online Learning,college_university,121.00512527,14.56083002
Julies Bicycle Shop,bicycle_shop,120.99746451,14.55118187
Baluyot Commercial Center,shopping_center,120.99661937,14.53269493
Bike Concept Trading,bicycle_shop,120.99555021,14.55065013
Cargo Village Complex,shopping_center,120.997257323,14.4994492499
Papi's Ride Bike Shop,bicycle_shop,121.01445305,14.53918977
168 Divisoria Mall,shopping_center,120.9973554,14.5367001
The Filipino Mall,shopping_center,121.015194,14.54737881
MCS,shopping_center,121.01435726,14.55246021
Racks SM Mall of Asia,shopping_center,120.99467368986178,14.546896622914206
Baclaran Cinema,cinema,120.99664845001284,14.531569233390856
Philippine Institute of Industrial Engineers - National Student Chapter,college_university,121.01353,14.54992
Arellano University A. Mabini Campus,college_university,120.99822564,14.5507412
Baclaran Basura,shopping_center,120.99673496,14.53233395
San Antonio Place,shopping_center,121.009788,14.55942039
San Juan De Dios Educational Foundation Inc.,college_university,120.99293695,14.53788827
Sm Sucat,shopping_center,120.99589287,14.48341035
Sophia Ann Bikeshop,bicycle_shop,120.99507515,14.55239775
Assembly Grounds at the Rise by Shangri-La,shopping_center,121.01400755433943,14.561816726963432
Aviation Technology Innovators Inc & Flying School,college_university,121.00241,14.52037
"GMA- Lou bel Plaza, Chino Roces Ave. Makati City",shopping_center,121.01074357380625,14.562530625750655
SM Mall Of Asia,shopping_center,121.01115966181347,14.53141834520565
Dela Rosa Square,shopping_center,121.01237769,14.55843283
BIKE ROOM Philippines,bicycle_shop,120.99604,14.54715
Manila Montessori College International,college_university,120.99172831,14.54562358
Makati Medical Center College of Radiologic Technology,college_university,121.0165886,14.5558967
Al-Mustafa International Foundation and College,college_university,121.01283809,14.54686053
Waltermart Cinemas - Makati,cinema,121.0127527,14.550876
AU-JASC School of Business and Commerce,college_university,120.9991431,14.5355655
Lasallian Mission at DLSU,college_university,120.999649,14.5424891
CINEMA'Zone,cinema,120.993243971685,14.553921893788967
Walter Mart Cinemas,cinema,121.0086599,14.5494056
"Lucky China Town Mall, Binondo Manila",shopping_center,120.9971219,14.5545978
Robinson Plaza Makati,shopping_center,120.9963233,14.5535666
De La Salle University,college_university,120.99725846186061,14.553959196957226
PWU School of International Relations and Diplomacy,college_university,120.99493271021437,14.562679695334163
Relx 'N Chill,shopping_center,120.99420411,14.56139334
Parañaque City College,college_university,120.99563338635288,14.499808550003067
"Siam Paragon, Bkk Thailand",shopping_center,121.01074406419,14.557045812896
Robinson's Place Dasma,shopping_center,120.9920509,14.538350204082
Metro Point Mall,shopping_center,121.00096275,14.53813813
Le Petit Paradis Wellness Academy,college_university,121.01608505,14.55232675
School of Continuing Education Office,college_university,120.99615653,14.55929895
"Sm Sucat, Paranaque City",shopping_center,120.9970297262695,14.513417402223652
Asinan Warehouse Complex,shopping_center,120.99771029839415,14.494221629652277
"Mall of Asia, Pasay City",shopping_center,121.00091550585543,14.53484605637852
Walmart Philippines,shopping_center,120.9973,14.55775
DAMLAY PUP Sta.Mesa,college_university,120.99425,14.60296
Koop.Works,college_university,121.01212766585527,14.596798968936966
PWU Admissions Center,college_university,120.9923151,14.568322
UST Center for Continuing Professional Education and Development,college_university,120.99453,14.611493
Trinoma + SM North EDSA,shopping_center,120.9974083,14.6127877
DLS-CSB Learning Enhancement and Adjustment Program (LEAP),college_university,120.995208,14.563756
Ateneo de Manila University - Katipunan,college_university,121.00287,14.60421
Cycle Art,bicycle_shop,120.999425,14.590976
John Wesley College,college_university,121.01194575,14.57670877
Low Mechanix Store,bicycle_shop,120.99863897,14.60117889
"Up Manila College of Public Health, Lara Hall",college_university,121.005292,14.5855555
Nancy Bike Shop,bicycle_shop,121.00875385,14.61299258
UST CFAD Touchpoint,college_university,120.99195807512,14.608568873239
Unciano Colleges and General Hospital,college_university,121.0162437,14.60058967
University of Santo Tomas Graduate School,college_university,120.99137395,14.60907442
UST College of Science Student Council,college_university,121.00089701111698,14.61681848095451
Shield Review Center for Nurses,college_university,120.99162846,14.56992961
CPSPA Research Committee,college_university,121.0096773,14.5910552
Motorstar Makati,bicycle_shop,121.01575,14.57242
University of Santo Tomas Central Student Council,college_university,120.99422335625,14.604322855136
P.U.P.,college_university,121.01080714,14.5970833
STI college,college_university,120.99170346,14.56933237
CycleHouse Philippines,bicycle_shop,121.01468,14.62104
La Concordia College,college_university,121.00256962,14.58106929
Metro Point between Taft Avenue and Edsa,shopping_center,121.002065,14.569565
PUP Student Council Commission on Student Organizations and Accreditation,college_university,120.99826812744,14.585909272392
La Consolacion College,college_university,120.99307314,14.59747776
Centro Escolar University School of Dentistry,college_university,120.99110838,14.60060038
SM Manila Activity Center,shopping_center,120.99495,14.57275
"De La Salle College of St. Benilde School of Hotel, Restaurant, and Management",college_university,120.99482683,14.56380069
Science Education Department,college_university,120.99371391,14.5644696
UST Department of Chemical Engineering,college_university,120.99181182493446,14.609868516644255
"Pup, Main Campus Sta. Mesa",college_university,121.00925535700732,14.599870405404358
"Savory, SM Megamall",cinema,120.9970481,14.5748283
Nico,shopping_center,121.01354226,14.58802136
M Shopper,shopping_center,121.00619886,14.5902543
Political Science Department,college_university,120.99371157,14.56446816
UST AMV College of Accountancy,college_university,120.99148634,14.6105752
UST Electrical Engineering Circuit,college_university,120.99197781754,14.609868605271
College of Architecture Design and the Built Environment,college_university,121.00500355,14.59878127
PUP College of Technology,college_university,121.00422145,14.5994302
Benilde Industrial Design,college_university,120.9972066,14.5634642
NU CEAS Student Council Helpdesk,college_university,120.9949138,14.60410979
San Andres Lowrider Custom Bicycles and Parts,bicycle_shop,121.00210833,14.57124668
SM Mega Mall,shopping_center,121.01134851450612,14.61863356990699
Civil Engineering Society,college_university,120.99314333,14.56633461
Philippine Institute for the Deaf,college_university,121.00184371,14.59440176
Iron Bike,bicycle_shop,121.01642796,14.61661872
The Helmet Authority,shopping_center,121.01478336,14.61356551
La Course Velo,bicycle_shop,121.00837076,14.5641435
Southeast Asian College Inc. / UDMC  (BS Physical Therapy),college_university,121.00766,14.61426
PUP Master of Arts in Filipino,college_university,121.01212766585527,14.596798968936966
CLG NCR,college_university,120.9974215,14.6163172
SM Manila San Marcelino St.,shopping_center,121.005525705,14.61048293
De La Salle University Department of History,college_university,120.99328048,14.56484019
Carlo's Cyclery,bicycle_shop,120.994407,14.618376
"National University Sampaloc,Manila",college_university,120.99480175279547,14.604369690627724
Savana Commercial Center,shopping_center,121.01345758,14.56646048
Midtown Plaza Condominium,shopping_center,120.99653839999999,14.586015700000003
Department of English and Applied Linguistics,college_university,120.99393885,14.5645345
Dahmip'vs,shopping_center,121.00347240264216,14.59032621689743
Friday's Mall of Asia,shopping_center,120.9916782,14.5743568
Vateliens In Progress,college_university,120.9977209568,14.566232499045
PUP Computer Engineering Department,college_university,121.00511,14.59998
Kids Playlab Preschool,college_university,121.01336433,14.5644958
CEU- College of Medical Technology,college_university,120.9915120629715,14.599278996060457
UP Community Development Circle,college_university,121.00634845313967,14.618215555695105
NU College of Business and Accountancy Student Council,college_university,120.99171496105,14.607325018419
CLA Literature Department,college_university,120.99233186,14.56466662
Sm City Sta. Mesa Toda,shopping_center,121.01174930000002,14.592048700000003
EARIST College of Public Administration and Criminology (CPAC),college_university,120.9996527,14.6001867
"Vatel Manila, Philippines - Hotel & Tourism Management School",college_university,121.0069631,14.6011032
Golden Success College,college_university,120.99178481,14.60750108
Robinson's Padre Faura,shopping_center,120.9977166,14.5865933
National University Philippines,college_university,120.9946265,14.60431139
San Beda College,college_university,120.99218492,14.59956676
Quality Assurance,college_university,121.00987769,14.59780802
PCU-Manila Department of Social Work,college_university,121.00157,14.57882
"Eulogio ""Amang"" Rodriguez Institute of Science and Technology (EARIST)",college_university,121.00097179412843,14.599074595988505
National University Manila College of Dentistry,college_university,120.99461422,14.60456393
Virtuoso Events Inc.,college_university,121.00089701111698,14.61681848095451
PUP College of Law Research Corps,college_university,121.009776,14.59805
Central Luzon State University,college_university,120.99181997,14.5831512
Bike and Go,bicycle_shop,121.00177869,14.60222837
UP CAMP Association of Physical Therapy Students,college_university,120.99902499999,14.583499999989
Ustgs-Cccpet,college_university,121.0019608,14.6165565
Human Resource Development Management Society - San Beda University,college_university,121.00255,14.613705
DLS-CSB Angelo King International Center,college_university,120.99774026,14.56629018
"UST, College of Law",college_university,120.99415779999222,14.609323300007606
Adamson University Biology Society,college_university,120.99665707240213,14.600560766905097
UST- Institute of Physical Education and Athletics,college_university,120.998024,14.6147194
Ulyby Bikeshop,bicycle_shop,120.999063,14.57260306
PUP Journalism Guild,college_university,121.00487846249999,14.598473568750052
D&P Bike Lab,bicycle_shop,120.99794516,14.56663938
Zion Bikes,bicycle_shop,121.00158183,14.60253199
Philippine Cultural College,college_university,121.00366591,14.62230728
Unciano College Manila,college_university,121.00351,14.60972
AKADO - Household Appliances,shopping_center,120.99987,14.58887
DLSU IT Center,college_university,120.99121362,14.57180494
NU The National,college_university,120.99575,14.60587
NU ComEx,college_university,120.99486729750718,14.604298221531849
Sociedad de Historia,college_university,120.99441,14.56398
Mheylos Bike Parts and Accessories,bicycle_shop,120.9982705,14.61162663
College of Science,college_university,120.99210876,14.5651067
"Forbes Town Center, BGC, Taguig",shopping_center,120.9969875,14.6126062
Red G8 Bikes,bicycle_shop,120.99216,14.57355
Institute of Community and Family Health,college_university,121.00943363,14.62082737
Creative Writing Center Office,college_university,120.99232692,14.56549559
CEU Manila University Student Council,college_university,120.99111951065,14.599787522956
1028 Panay Classic Bikes,bicycle_shop,121.00715344712827,14.611406072444728
PUP Nutrition and Dietetics Building,college_university,121.0117048,14.59685227
PUP Condotel Building,college_university,121.00415243,14.59821447
Thundeer's Eeskolar,college_university,121.00483214651,14.601881656458792
PodStop - San Anton,shopping_center,120.99168,14.60299
ワンワールド日本語学校（フィリピン）,college_university,120.99993630198433,14.62156413149776
San Beda University,college_university,120.99284542,14.59964932
Crocs Cash And Carry,shopping_center,121.00189044482642,14.56454420830821
"SM Cinema 4, SM City Manila",cinema,120.9966983,14.6053006
Lot Seven Trading Company,shopping_center,121.01076484,14.62127819
CAMP- University of the Philippines Manila,college_university,120.99709256937875,14.57886076747613
Shopping Center Management Corporation,shopping_center,121.00380014,14.61378393
De Ocampo College Gate Entrance,college_university,121.0039842,14.60147872
TSPbuy and sell,shopping_center,120.99617208,14.60690294
EARIST College of Computing Studies (CCS),college_university,121.00107461,14.59862033
"Dona Josefa, Quezon City",shopping_center,121.0043302,14.618832199999998
Robinsons Midtown,shopping_center,120.99368,14.58114
ABE International Business College,college_university,120.99606197,14.60046828
Manuel S. Enverga University Foundation,college_university,120.99699525,14.58082416
Dagul's Japan Surplus Trading,shopping_center,121.00583028,14.57898883
NU Dance Company,college_university,120.99491703261475,14.6040707001586
TCG Cycle Center,bicycle_shop,120.99184738,14.56949889
Creative Writing Department,college_university,120.99163586,14.60919785
Juju Cyclist,bicycle_shop,120.99929245,14.61341465
PUP Tahanan ng Alumni,college_university,121.01010450325762,14.598573996600308
Dapitan Store,shopping_center,121.00047625,14.62229284
Pup Iapply,college_university,121.00757515,14.59946994
Faculty,college_university,120.99220554,14.56462572
PUP College of Political Science and Public Administration,college_university,121.01087550001594,14.597286400031576
SAGA - Social and Academic Guild for Architecture,college_university,120.99743,14.56358
Kumon Estrada Singalong Center,college_university,120.99675318,14.56557602
"Duty Free, Paranaque",shopping_center,120.9922188,14.6013922
EARIST Rondalla,college_university,121.00165633,14.59931391
"College of Tourism, Hospitality and Transportation Management",college_university,121.00178607,14.6006113
Paco Mall,shopping_center,120.99342102,14.57852001
Personal Collection,shopping_center,120.99695663,14.61329408
St Lino Science High School Manila Theological College And Graduate School - College Of Medicine,college_university,121.01230614,14.60398227
UST Psychology Society,college_university,120.991812682944,14.602301960956716
Jkmb Bike Store,bicycle_shop,120.99974825,14.57865169
Access Dlsu,college_university,120.99254965782,14.566087123206
UAPSA NU,college_university,120.99788,14.60229
Abbot Lopez Hall (San Beda),college_university,120.992606,14.599477
LCCM School of Nursing,college_university,120.99231668,14.59761787
Star Shine Light,shopping_center,120.99677,14.60761
Dapitan Arcade,shopping_center,121.00036544,14.62251257
Decision Sciences and Innovation Department,college_university,120.99229825,14.564797
Research and Publication Center,college_university,120.99215772,14.59939939
University Tower 4&5,college_university,120.99983,14.60866
PSME - ESU,college_university,120.99906715786742,14.601317169993003
DLSU Writers' Guild,college_university,120.99441,14.56398
VOM - San Andres,shopping_center,120.99555,14.57195
iCollege of the Philippines,college_university,121.00068064,14.61668048
MaGre Commercial Center,shopping_center,120.99506292,14.58003893
XentroMall Sta. Ana,shopping_center,121.01203049254994,14.581900686578505
Earist - College of Criminal Justice Education,college_university,121.00116244999998,14.598821800000005
Little K12 Learning Center,college_university,121.00766246,14.61435776
ACTS Review Center - Philippines,college_university,121.00954,14.60232
Century Family Mall,shopping_center,120.99662849,14.60803799
Pocyn House,shopping_center,121.01611,14.56437
Psych1c,college_university,121.01212766585527,14.596798968936966
Pharmacy Student Council - CEU School of Pharmacy,college_university,120.99271,14.59877
PUP College of Communication,college_university,121.006346,14.598781
New England College,college_university,121.00659536,14.621992
UST SHS Health Allied Society,college_university,120.99211488874,14.608689560043
UST Graduate School,college_university,121.0012796,14.6171669
University of Manila,college_university,120.99141585,14.60180784
NWOW - TAILG Electric Bicycles Philippines,bicycle_shop,121.0128617,14.5742301
SM Baguio,shopping_center,121.0001939,14.6026686
Br. Andrew Gonzalez Building,college_university,120.99271535,14.56685973
College of Industrial Technology Student Government - Earist Manila,college_university,120.99431,14.60744
Taguig City University,college_university,120.99774,14.57568
Kopieprintz Printing Services,bicycle_shop,120.99184960665252,14.614836986323605
The Bedan,college_university,120.99281132201,14.60023439766
College of Law,college_university,120.99267652,14.60021265
DLSU Henry Sy Sr. Hall,college_university,120.99321035,14.56498801
Enzo Cycle,bicycle_shop,121.00274635,14.60437195
Domestic Work NC ll Training Center,college_university,120.99201,14.57414
EARIST College of Industrial Technology,college_university,120.99508978614,14.606610213855
Pure Gold,shopping_center,120.99587116,14.57608212
"College of Education, University of Santo Tomas",college_university,120.9912576,14.61045791
The Little Shepherds Learning Center,college_university,121.00223404,14.58632993
ACLC College of Manila,college_university,120.9935155,14.60155784
HB NegoTech,college_university,121.012705096,14.6218349193
Bike parts by Rocherr,bicycle_shop,121.00871958,14.60892515
Sm Moa Pasay City,shopping_center,120.9921896853014,14.571624505138065
Arellano University,college_university,120.9965313,14.6001956
"Star Mall SJDM, Bulacan",shopping_center,120.99144,14.60728
DLSU John Gokongwei Sr. Hall,college_university,120.99318876,14.56634947
School of Economics,college_university,120.99394193,14.5645243
Leyte Normal University,college_university,121.00603141,14.60964644
University Tower near UST España Manila,college_university,120.99157,14.60587
UST English Language Studies Society,college_university,121.0019608,14.6165565
DLSU Commission on Elections,college_university,120.99441,14.56398
Conti's Alabang Town Center,shopping_center,121.0047266,14.591162
PUP Los Administrados,college_university,121.00705,14.59922
Home Essentials PH,shopping_center,121.0089439,14.6091266
College Of Computer Studies,college_university,120.99309814,14.56615433
Mall Excess,shopping_center,120.99923986,14.61570523
College of Education,college_university,120.99334792,14.5662627
Blessed Christian Academy of Manila,college_university,121.00482058,14.58678874
Physics Department,college_university,120.99371628,14.56446513
Computer Business Association,college_university,120.99464124444457,14.564097616666842
Centro Escolar University,college_university,120.99122807,14.59788125
Polytechnic University of the Philippines College of Law,college_university,121.00986894,14.59774114
PUP BroadCircle,college_university,121.00490951290325,14.598493226451694
Dermcare Sun Residences Mall,shopping_center,121.00041919858687,14.618416440599873
UP Physical Therapy,college_university,120.99902499999,14.583499999989
National University (NU),college_university,120.99447672749659,14.60440459194392
College of the Holy Spirit,college_university,120.99471688270567,14.598200198408016
"Tutuban Mall, Divisoria",shopping_center,120.9923249,14.6087862
PUP College of Computer and Information Sciences Student Council,college_university,121.01112127304,14.59816093966
DLSU Ramon V. del Rosario College of Business,college_university,120.993311489,14.5645558415
Tipid Bike Parts,bicycle_shop,121.01230824,14.59106914
𝐒𝐈𝐋𝟒𝐊𝐁𝐎,college_university,121.01187,14.59918
"PUP Sta. Mesa, Manila",college_university,121.01060461922188,14.597483860840363
The Communicator,college_university,121.00664,14.59894
College of Allied Medical Services,college_university,120.9927721,14.6013971
Dr. Sarah J. De los Reyes,college_university,121.00862694623964,14.603197083782451
Marian Mall,shopping_center,121.00377,14.57387
BSTM - Turismo'y 2klasiN,college_university,121.00171,14.6003
Pup-Ceafa,college_university,121.00535464484149,14.59890869476692
Sm Megamall Ortigas,shopping_center,121.014957,14.5912424
Department of Electronics and Communications Engineering,college_university,120.99394885,14.56452463
Wellmanson Shop Quiapo Manila,shopping_center,120.99886033967508,14.586400999184159
Eulogio Amang Rodriguez Institute of Science and Technology,college_university,121.00107844,14.59888448
University of Santo Tomas Pay High School,college_university,121.0011965,14.6175455
Stazione Quattro,college_university,121.0055,14.59877
Asian Institute of Journalism and Communication,college_university,121.00068201,14.61659148
mars kingdom bikes,bicycle_shop,121.00275507625784,14.614554804621323
"PUP Departments of Civil & Railway Engineering, DCVET, and DREMT",college_university,121.00457,14.60084
Fortia Fashion Boutique,shopping_center,120.99412165,14.57845922
College of Public Administration and Criminology - CPAC - Earist,college_university,121.00067381415195,14.598922166555845
UST Civil Law Student Council,college_university,120.99173158407,14.609955120511
Panda Mall,shopping_center,121.00498,14.6201
University Student Government - Philippine Christian University Manila,college_university,120.99511835002049,14.576691600013792
Baking And Home Depot,shopping_center,121.00831929,14.61843574
Mariners' Polytechnic Training Center,college_university,120.99117543,14.57076156
Software Technology Department,college_university,120.99371835,14.56446683
UP Vanguard Heritage Conservation Drive,college_university,120.99321564612131,14.612251531994673
T2uklas,college_university,121.01212766585527,14.596798968936966
Circuit Makati Bazaar,shopping_center,121.0161271,14.5728115
Earist College of Architecture and Fine Arts,college_university,121.01168711875192,14.612518000004258
San Andreas Vape Lounge and Chill,shopping_center,121.00339809,14.59118683
Walter Mart,shopping_center,121.00168239849515,14.621008938266582
Psychology Society of San Beda University,college_university,120.99305,14.59835
Mathematics Reading,college_university,121.01300972,14.60380065
NU Student Development and Activities Office,college_university,120.9958279,14.606154
Southeast Asian College,college_university,121.00170069,14.61750559
Philip Bicycle Shop,bicycle_shop,120.99811749,14.59063588
Xentro Mall,shopping_center,121.0121566057205,14.581722913472403
TechByte,college_university,120.99361,14.6015
SM North Imax 3D,cinema,121.00787,14.61333
"School of Media Studies, Mapùa University",college_university,121.01506593,14.5663874
Goodfellas Lifestyle and Lounge,shopping_center,120.99328201,14.6064118
SM Center Laspiñas,shopping_center,121.007133,14.5659188
Hot Deals PH,shopping_center,120.99677491,14.61671639
Earist Manila Campus,college_university,120.9995243,14.600289
MOB Philippines,bicycle_shop,121.00055,14.61978
Happy Choices,shopping_center,121.00412942,14.58030902
University Student Government Office,college_university,120.99343531,14.56396347
PUP Political Science Society,college_university,121.01094961166,14.597200558178
